,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
681,positif,"Jangankan di singapore ci, pas w ke yurop aja ditanya asalnya dari mana dan kite jawab from Indonesia mereka responnya langsung ""Oohhh!!! Jokowi... jokowi..."" Pak Jokowi itu dikenal dan dihargai di LN",32,"['singapore', 'ci', 'pas', 'yurop', 'asal', 'kita', 'from', 'indonesia', 'responya', 'langsung', 'oh', 'jokowi', 'jokowi', 'jokowi', 'kenal', 'harga', 'ln']",17,positif,singapore ci pas yurop asal kita from indonesia responya langsung oh jokowi jokowi jokowi kenal harga ln
682,netral,"BPN: Prabowo-Sandi akan bangun 1,5 juta rumah untuk pulihkan ekonomi  https://aceh.antaranews.com/berita/71704/bpn-prabowo-sandi-akan-bangun-15-juta-rumah-untuk-pulihkan-ekonomiÂ â€¦",12,"['bpn', 'prabowosandi', 'bangun', 'juta', 'rumah', 'pulih', 'ekonomi', '']",10,positif,bpn prabowosandi bangun juta rumah pulih ekonomi 
683,positif,Hanya di Era Presiden Jokowi Ekonomi Indonesia sangat maju!  #2019TetapJokowi #01IndonesiaMaju pic.twitter.com/RWxGLlfFb9,13,"['era', 'presiden', 'jokowi', 'ekonomi', 'indonesia', 'maju']",3,positif,era presiden jokowi ekonomi indonesia maju
684,netral,Langsung  tanyakan pada kubu oposisi bang  mungkin mereka  bisa  jawab..  Krn yg aq tau Presiden  Jokowi  dalm pemerintahanya  kebijakan2 yg di ambil  berpihak  pada rakyat.. Misalnya  BBM satu harga..,40,"['langsung', 'kubu', 'oposisi', 'bang', 'presiden', 'jokowi', 'dalm', 'pemerintahanya', 'bijak', 'ambil', 'pihak', 'rakyat', 'bm', 'harga']",-12,negatif,langsung kubu oposisi bang presiden jokowi dalm pemerintahanya bijak ambil pihak rakyat bm harga
685,negatif,"Jam tangan harga 90rb, ganti talinya doang 50rb. Gimana sih pak Jokowi ini.",13,"['jam', 'tangan', 'harga', 'ribu', 'ganti', 'tali', 'saja', 'ribu', 'sih', 'jokowi']",-1,negatif,jam tangan harga ribu ganti tali saja ribu sih jokowi
686,netral,"Membangun dan merevitalisasi pasar rakyat, menjaga stabilitas harga dan ketersediaan stok bahan pokok serta menyerap produksi dalam negeri, serta meningkatkan ekspor adalah tiga mandat dari Presiden Jokowi #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1106134548151037953/photo/1 pic.twitter.com/Y6fzyncPjHÂ ",31,"['bangun', 'revitalisasi', 'pasar', 'rakyat', 'jaga', 'stabilitas', 'harga', 'dian', 'stok', 'bahan', 'pokok', 'serap', 'produksi', 'negeri', 'tingkat', 'ekspor', 'mandat', 'presiden', 'jokowi']",0,netral,bangun revitalisasi pasar rakyat jaga stabilitas harga dian stok bahan pokok serap produksi negeri tingkat ekspor mandat presiden jokowi
687,positif,"Pencapaian perekonomian Indonesia lebih baik dibandingkan dengan sejumlah negara berkembang. Pasalnya, pertumbuhan ekonomi Indonesia era pemerintahan Jokowi-Jusuf Kalla dinilai cukup  https://pnews.id/nasional/potret-wajah-ekonomi-indonesia-yang-terbukti-maju-di-tangan-jokowi/Â â€¦",22,"['capai', 'ekonomi', 'indonesia', 'banding', 'negara', 'kembang', 'pasal', 'tumbuh', 'ekonomi', 'indonesia', 'era', 'perintah', 'jokowijusuf', 'nilai', '']",-1,negatif,capai ekonomi indonesia banding negara kembang pasal tumbuh ekonomi indonesia era perintah jokowijusuf nilai 
688,positif,Jokowi Terus Fokus Bangun Infrastruktur Sebagai Kunci Pemerataan Ekonomi  http://akurat.co/ekonomi/id-590830-read-jokowi-terus-fokus-bangun-infrastruktur-sebagai-kunci-pemerataan-ekonomiÂ â€¦,11,"['jokowi', 'fokus', 'bangun', 'infrastruktur', 'kunci', 'merat', 'ekonomi', '']",5,positif,jokowi fokus bangun infrastruktur kunci merat ekonomi 
689,negatif,"Klo udah gagal naekin ekonomi bilang aja gagal & minta maaf jangan alesan ngalor ngidul, contoh dong prabowo klo salah & bikin gaduh dia minta maaf, apa susahnya nyebut 13 huruf SAYA MINTA MAAF, ekonomi 5 % jauh dibawah zaman SBY 7%, #UASdifitnahKejiDanBrutal",43,"['gagal', 'naekin', 'ekonomi', 'bilang', 'gagal', 'maf', 'alas', 'ngalor', 'ngidul', 'contoh', 'prabowo', 'salah', 'bikin', 'gaduh', 'maf', 'susah', 'nyebut', 'huruf', 'maf', 'ekonomi', 'bawah', 'zaman', 'surabaya']",-36,negatif,gagal naekin ekonomi bilang gagal maf alas ngalor ngidul contoh prabowo salah bikin gaduh maf susah nyebut huruf maf ekonomi bawah zaman surabaya
690,netral,"Komitmen Tak akan Ambil Gaji jika Terpilih, Mau Dikemanakan Gaji Prabowo-Sandi?  http://dlvr.it/R2nHB5Â  pic.twitter.com/F1MwxQVmL9",14,"['ambil', 'gaji', 'pilih', 'mana', 'gaji', 'prabowosandi']",-14,negatif,ambil gaji pilih mana gaji prabowosandi
691,netral,Prabowo - Sandiaga Janji Tak Ambil Gaji Kalau Jadi Presiden dan Wapres  http://dlvr.it/R2nHByÂ ,14,"['ambil', 'gaji', 'presiden', 'wapres']",-7,negatif,ambil gaji presiden wapres
692,positif,ga boleh suuzon mba hehe hargai dong hasil kerja pak Jokowi yg sdh membangun negri ini. kalau benci emang jadi susah ya hargai kerja keras orang lain ðŸ˜,28,"['suzon', 'mbak', 'he', 'harga', 'hasil', 'kerja', 'jokowi', 'bangun', 'negeri', 'benci', 'memang', 'susah', 'iya', 'harga', 'kerja', 'keras', 'orang', 'keju']",14,positif,suzon mbak he harga hasil kerja jokowi bangun negeri benci memang susah iya harga kerja keras orang keju
693,negatif,"Gw penasaran siapa yg angkat isu soal ESport ke jokowi, ini orang kejam banget memberikan isu soal ini, coba pikir apa dampaknya buat ekonomi, emak2, kesejahteraan.....gak ada, ZERO  Let me said to those whistleblower ...youre fakiiingggg idiot bruh",39,"['penasaran', 'angkat', 'isu', 'esport', 'jokowi', 'orang', 'kejam', 'sekali', 'isu', 'coba', 'pikir', 'dampak', 'ekonomi', 'emak', 'kesejahteran', 'tidak', 'zero', 'let', 'me', 'said', 'those', 'whistleblower', 'youre', 'faking', 'idiot', 'bruh']",-43,negatif,penasaran angkat isu esport jokowi orang kejam sekali isu coba pikir dampak ekonomi emak kesejahteran tidak zero let me said those whistleblower youre faking idiot bruh
694,negatif,"Ya udah lu urusin aja esprot sm jkw, biar prabowo yg ngurusin ketahanan pangan rakyat Indonesia, sejarah mencatat presiden RI dgn penduduk 250juta mikirin mobile legend ketimbang harga2 sembako yg mahal & bahan2 pangan yg import dinegara kaya maritim #UASdifitnahKejiDanBrutal",40,"['iya', 'urus', 'esprot', 'jkw', 'biar', 'prabowo', 'urus', 'tahan', 'pangan', 'rakyat', 'indonesia', 'sejarah', 'catat', 'presiden', 'ri', 'duduk', 'juta', 'pikir', 'mobile', 'legend', 'ketimbang', 'harga', 'sembilan bahan pokok', 'mahal', 'bahan', 'pangan', 'import', 'negara', 'kayak', 'maritim']",-4,negatif,iya urus esprot jkw biar prabowo urus tahan pangan rakyat indonesia sejarah catat presiden ri duduk juta pikir mobile legend ketimbang harga sembilan bahan pokok mahal bahan pangan import negara kayak maritim
695,negatif,Gkgkgkkk!!! Prabowo gk dpt gaji pun santai ajja dy!!! Lahh ambisi'nya buat hidupkan lg perusahaan kroni'nya!!!,16,"['gkgkgk', 'prabowo', 'tidak', 'gaji', 'santai', 'dia', 'ambisi', 'hidup', 'usah', 'kroni']",-11,negatif,gkgkgk prabowo tidak gaji santai dia ambisi hidup usah kroni
696,positif,"Seperti banyak orang bilang ' Suara Saya Berharga' dalam demokrasi. Makanya saya akan terus bersuara ingatkan janji2 Jokowi sejak 2014& tetap bersuara di pilpres 2019 ini. Suara warga negara bukan sedekah. Suara warga negara adalah kesepakatan politik, bukan sekedar nyoblos! ðŸ˜ŠðŸ˜",41,"['orang', 'bilang', 'suara', 'harga', 'demokrasi', 'suara', 'ingat', 'janji', 'jokowi', 'suara', 'pilpres', 'suara', 'warga', 'negara', 'sedekah', 'suara', 'warga', 'negara', 'sepakat', 'politik', 'dar', 'coblos', 'senyum', 'mata', 'cinta']",5,positif,orang bilang suara harga demokrasi suara ingat janji jokowi suara pilpres suara warga negara sedekah suara warga negara sepakat politik dar coblos senyum mata cinta
697,negatif,"Gaji & tunjangan dong... Struktur gaji pejabat di Indonesia kan ajaib, minim banget. Tp tunggangan & fasilitas bejibun. Gmn pak @prabowo & @sandiuno, juga wan gabener @aniesbaswedan, berani ngga melepas tunjangan ke rakyat?  #JokowiMenangTotalDebat",35,"['gaji', 'tunjang', 'struktur', 'gaji', 'jabat', 'indonesia', 'ajaib', 'minim', 'sekali', 'tungangan', 'fasilitas', 'bagaimana', 'prabowo', 'sandiuno', 'wan', 'gabener', 'aniesbaswedan', 'berani', 'tidak', 'lepas', 'tunjang', 'rakyat']",-18,negatif,gaji tunjang struktur gaji jabat indonesia ajaib minim sekali tungangan fasilitas bagaimana prabowo sandiuno wan gabener aniesbaswedan berani tidak lepas tunjang rakyat
698,positif,Pak Prabowo dan bang sandi janji ga akan ambil gaji.  Yuk kita hitung.. Gambar dibawah Tinggal di kali 5 tahun. Berapa M tuh?   #UASdifitnahKejiDanBrutal pic.twitter.com/kgeWk6XhOG,28,"['prabowo', 'bang', 'sandi', 'janji', 'ambil', 'gaji', 'yuk', 'hitung', 'gambar', 'bawah', 'tingal', 'kali', 'tuh']",-4,negatif,prabowo bang sandi janji ambil gaji yuk hitung gambar bawah tingal kali tuh
699,netral,Jokowi : Diprediksi tahun 2045 indonesia menjadi negara dengan ekonomi terkuat nomor 4 didunia  me : diprediksi indonesia menjadi negara dengan penebar berita hoax nomor 1 didunia,28,"['jokowi', 'prediksi', 'indonesia', 'negara', 'ekonomi', 'kuat', 'nomor', 'dunia', 'me', 'prediksi', 'indonesia', 'negara', 'tebar', 'berita', 'isu bohong', 'nomor', 'dunia']",-14,negatif,jokowi prediksi indonesia negara ekonomi kuat nomor dunia me prediksi indonesia negara tebar berita isu bohong nomor dunia
700,positif,"Yg ada malah coblos 02 Prabowo Sandi dapat pahala sedekah 5 tahun,,karena gaji pak prabowo dan sandi akan biberikan kwpada anak yatim dan dhuafa",24,"['coblos', 'prabowo', 'sandi', 'pahala', 'sedekah', 'tahunkarena', 'gaji', 'prabowo', 'sandi', 'biberikan', 'kwpada', 'anak', 'yatim', 'dhuafa']",-6,negatif,coblos prabowo sandi pahala sedekah tahunkarena gaji prabowo sandi biberikan kwpada anak yatim dhuafa
701,negatif,"Setelah gagal mewujudkan pertumbuhan ekonomi sebesar 7%,bapak sekarang mengaku tak masalah ya? bila CEO membuat target pertumbuhan 7 persen tapi hanya tercapai 5%,ya meminta maaf dong,bukan minta dua periode.",29,"['gagal', 'wujud', 'tumbuh', 'ekonomi', 'aku', 'tidak', 'iya', 'ceo', 'target', 'tumbuh', 'persen', 'capai', 'iya', 'maf', 'dongbukan', 'periode']",-11,negatif,gagal wujud tumbuh ekonomi aku tidak iya ceo target tumbuh persen capai iya maf dongbukan periode
702,negatif,"Pak Jokowi, tolong kondisikan harga Pringles Original yang ga turun2.  Saya sedih",13,"['jokowi', 'tolong', 'kondisi', 'harga', 'pringles', 'original', 'tidak', 'turun', 'sedih']",-15,negatif,jokowi tolong kondisi harga pringles original tidak turun sedih
703,positif,Teman sejati adalah AMAL . Seperti yg mas bilang memilih prabowo sandi adalah amal krna gaji beliau untuk amal..,19,"['teman', 'sejati', 'amal', 'mas', 'bilang', 'pilih', 'prabowo', 'sandi', 'amal', 'karena', 'gaji', 'beliau', 'amal']",20,positif,teman sejati amal mas bilang pilih prabowo sandi amal karena gaji beliau amal
704,positif,"Kalo pa prabowo bisa membuat harga pangan murah dan UMR naik, saya tak menyesal jika anda nanti terpilih.",18,"['prabowo', 'harga', 'pangan', 'murah', 'umr', 'sesal', 'pilih']",-6,negatif,prabowo harga pangan murah umr sesal pilih
705,negatif,"Kebalik,  prabowo yg kasian ga paham ekonomi.",8,"['balik', 'prabowo', 'kasihan', 'tidak', 'paham', 'ekonomi']",-13,negatif,balik prabowo kasihan tidak paham ekonomi
706,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.voaindonesia.com/a/bila-menang-pilpres-prabowo-sandi-janji-tidak-ambil-gaji/4874961.html?nocache=1Â â€¦",10,"['ambil', 'gaji', '']",-10,negatif,ambil gaji 
707,positif,"Satu poin, pak Jokowi bukan penghianat bangsa yg nimbun harta di luar demi menghindari pajak lalu bicara di podium yg ekonomi makro mikro aja gak ngeh, gebrak2 teriak bajingan katanya 1% elit itu bajingan dan dia sama pasangannya bagian dari 1% itu, saya mau mandi Udah ya mbulet",48,"['poin', 'jokowi', 'khianat', 'bangsa', 'nimbun', 'harta', 'hindar', 'pajak', 'bicara', 'podium', 'ekonomi', 'makro', 'mikro', 'sadar', 'gebrak', 'teriak', 'bajing', 'elit', 'bajing', 'pasanganya', 'mandi', 'iya', 'mbulet']",-38,negatif,poin jokowi khianat bangsa nimbun harta hindar pajak bicara podium ekonomi makro mikro sadar gebrak teriak bajing elit bajing pasanganya mandi iya mbulet
708,positif,Saya menghargai perbedaan kalian.  Dn insyaAllah. Saya yakin seyakin2ny saya tetap memilih no urut (01)bpk. Presiden jokowi dodo & K.H ma'ruf Amin..   amin ya robalalamin.ðŸ˜šðŸ˜šðŸ˜™ðŸ˜™,28,"['harga', 'bedan', 'insya', 'seyakiny', 'pilih', 'no', 'urut', 'presiden', 'jokowi', 'dodo', 'h', 'maruf', 'amin', 'amin', 'iya', 'robalalamin', 'cium', 'cium', 'cium', 'cium']",-13,negatif,harga bedan insya seyakiny pilih no urut presiden jokowi dodo h maruf amin amin iya robalalamin cium cium cium cium
709,netral,Capres Jokowi Tegaskan Bahwa Pancasila Harga Mati  http://bit.ly/2IimJWCÂ  #kilaspembaruan,10,"['capres', 'jokowi', 'tegas', 'pancasila', 'harga', 'mati']",0,netral,capres jokowi tegas pancasila harga mati
710,netral,"Arah Pembangunan Ekonomi Salah, Prabowo-Sandi Ingin Referendum Ekonomi  https://ekbis.sindonews.com/read/1395738/33/arah-pembangunan-ekonomi-salah-prabowo-sandi-ingin-referendum-ekonomi-1555233172?utm_source=dlvr.it&utm_medium=referralÂ â€¦",10,"['arah', 'bangun', 'ekonomi', 'salah', 'prabowosandi', 'referendum', 'ekonomi', '']",-15,negatif,arah bangun ekonomi salah prabowosandi referendum ekonomi 
711,positif,"Pa sandi sama pa prabowo itu pembisnis bro walaupun gaji presiden ga di ambil kan mereka punya bisnis sedangkan anda bagaimana boleh fanatik tapi tidak boleh memfitnah orang lain , kalo ga percaya search di google harta pa prabowo sama pa sandi",42,"['sandi', 'prabowo', 'bisnis', 'saudara laki', 'gaji', 'presiden', 'ambil', 'bisnis', 'fanatik', 'fitnah', 'orang', 'percaya', 'search', 'gogle', 'harta', 'prabowo', 'sandi']",-1,negatif,sandi prabowo bisnis saudara laki gaji presiden ambil bisnis fanatik fitnah orang percaya search gogle harta prabowo sandi
712,positif,"When prabowo said : ""ekonomi kita sedang salah arah, tp ini bukan salah bapak (jokowi) ini salah presiden2 sebelumnyaa"". Kalimat itu sudah cukup membuat saya tahu bakal milih siapa untuk indonesia 5 tahun kedepan.",34,"['when', 'prabowo', 'said', 'ekonomi', 'salah', 'arah', 'salah', 'jokowi', 'salah', 'presiden', 'kalimat', 'pilih', 'indonesia', 'depan']",-38,negatif,when prabowo said ekonomi salah arah salah jokowi salah presiden kalimat pilih indonesia depan
713,positif,"Prabowo Sandi tidak akan mengambil gajinya dan akan di sumbangkan ke yatim duafa , niat mereka memang untuk kesejahteraan rakyat, semoga Allah mudahkan langkah mereka untuk menjadi Presiden dan wakil presiden RI yang di berkahi Allah, Aamiin",37,"['prabowo', 'sandi', 'ambil', 'gaji', 'sumbang', 'yatim', 'duafa', 'niat', 'kesejahteran', 'rakyat', 'moga', 'alah', 'mudah', 'langkah', 'presiden', 'wakil', 'presiden', 'ri', 'berkah', 'alah', 'amin']",-11,negatif,prabowo sandi ambil gaji sumbang yatim duafa niat kesejahteran rakyat moga alah mudah langkah presiden wakil presiden ri berkah alah amin
714,negatif,SBY sdah lebih modern.. Prabowo kembali ke zaman Tritura..!  1. Isu  2. Goreng ISU 3. Turunkan harga ðŸ˜!  #bukansalahbapak https://twitter.com/PartaiSocmed/status/1117317254910103552Â â€¦,23,"['surabaya', 'sudah', 'modern', 'prabowo', 'zaman', 'tritura', 'isu', 'goreng', 'isu', 'turun', 'harga', 'keju', '']",-1,negatif,surabaya sudah modern prabowo zaman tritura isu goreng isu turun harga keju 
715,negatif,Padahal jika PD sadar diri dan merapat ke Jokowi ceritanya akan lain...!!! Namun karena SBY pasang harga AHY harus wapres maka tawarannya dirasa kurang pas...!!!,25,"['sadar', 'rapat', 'jokowi', 'cerita', 'surabaya', 'pasang', 'harga', 'ahy', 'wapres', 'tawaranya', 'rasa', 'pas']",5,positif,sadar rapat jokowi cerita surabaya pasang harga ahy wapres tawaranya rasa pas
716,positif,Secara ga langsung juga om wowo udah mengapresiasi dan ingin mengatakan kalo perekonomian negara selama dibawah kepemimpinan Pakde Jokowi baik ðŸ˜Š Terima kasih yah om ternyata ini #bukansalahbapak Jokowi ðŸ˜†,30,"['langsung', 'om', 'wowo', 'apresiasi', 'ekonomi', 'negara', 'bawah', 'pimpin', 'pakde', 'jokowi', 'senyum', 'terima', 'kasih', 'ya', 'om', 'jokowi', 'marah', '']",8,positif,langsung om wowo apresiasi ekonomi negara bawah pimpin pakde jokowi senyum terima kasih ya om jokowi marah 
717,positif,"Menurut om wowo ini semua bukan kesalahan Pakde Jokowi, tapi kesalahan dari pemimpin-pemimpin sebelumnya dalam mengelola perekonomian negara,  Alhamdulillah Pakde ini #bukansalahbapak pic.twitter.com/oqUAMtolX0",24,"['om', 'wowo', 'salah', 'pakde', 'jokowi', 'salah', 'pemimpinpemimpin', 'kelola', 'ekonomi', 'negara', 'alhamdulilah', 'pakde']",-10,negatif,om wowo salah pakde jokowi salah pemimpinpemimpin kelola ekonomi negara alhamdulilah pakde
718,positif,gaya khas piyantun solo garis lurus itu aslinya jokowi.sopan santun & lembah manah yg tdk di buat2.original keluar dari seorang pemimpin yg merakyat & bisa mnghargai siapa saja.,28,"['gaya', 'khas', 'piyantun', 'solo', 'garis', 'lurus', 'asli', 'jokowi', 'sopan', 'santun', 'lembah', 'manah', 'original', 'pimpin', 'rakyat', 'mnghargai']",14,positif,gaya khas piyantun solo garis lurus asli jokowi sopan santun lembah manah original pimpin rakyat mnghargai
719,negatif,Ehhh buseh bkn anak lulusan ekonomi mana paham?? Kl dia bilang bisa tp faktanya ??? #HoaxJkwMenangTotalDebat,16,"['eh', 'buseh', 'anak', 'lulus', 'ekonomi', 'paham', 'bilang', 'fakta']",-2,negatif,eh buseh anak lulus ekonomi paham bilang fakta
720,negatif,Gaji kan ga seberapa..tunjangan tetap dong masuk kantong @prabowo @sandiuno heheee,11,"['gaji', 'tidak', 'tunjang', 'masuk', 'kantong', 'prabowo', 'sandiuno', 'hehe']",-3,negatif,gaji tidak tunjang masuk kantong prabowo sandiuno hehe
721,negatif,Cagar alam kamojang di turunkan statusnya demi ekonomi. Apakah presiden nanti membiarkan atau mempertahankan hmmm,15,"['cagar', 'alam', 'kamojang', 'turun', 'status', 'ekonomi', 'presiden', 'biar', 'tahan', 'hm']",-10,negatif,cagar alam kamojang turun status ekonomi presiden biar tahan hm
722,netral,pak jokowi lebih fokus ke unicorn mobile legend  padahal semua itu malah berdampak buruk buat generasi muda kita  betul kata prabowo  kita harus fokus d ekonomi ecomerece pun sebenarnya meperburuk ekonomi karena memutus mata rantai distribusi sehingga org kecil gk dpt bagian,45,[],0,netral,
723,netral,"Prabowo-Sandi Tak Ambil Gaji, Netizen : Subhanallah, Ini Baru Pemimpin Sejati  http://www.repelita.com/prabowo-sandi-tak-ambil-gaji-netizen-subhanallah-ini-baru-pemimpin-sejati/Â â€¦ via @repelitaonline",15,"['ambil', 'gaji', 'netizen', 'subhana', 'pimpin', 'sejati', '', 'via', 'repelitaonline']",-4,negatif,ambil gaji netizen subhana pimpin sejati  via repelitaonline
724,netral,"Prabowo-Sandi Tak Ambil Gaji, Netizen : Subhanallah, Ini Baru Pemimpin Sejati   https://telusur.co.id/2019/04/prabowo-sandi-tak-ambil-gaji-netizen-subhanallah-ini-baru-pemimpin-sejati/Â â€¦ pic.twitter.com/TrM6QZl7QP",15,"['ambil', 'gaji', 'netizen', 'subhana', 'pimpin', 'sejati', '']",-4,negatif,ambil gaji netizen subhana pimpin sejati 
725,positif,Pertumbuhan ekonomi konsisten. Ga Ada alasan ga pilih Jokowi lagi  pic.twitter.com/bhCGhmTg55,12,"['tumbuh', 'ekonomi', 'konsisten', 'alas', 'pilih', 'jokowi']",-4,negatif,tumbuh ekonomi konsisten alas pilih jokowi
726,negatif,"Demokrat digituin. Menjanjikan PKS kursi wagub DKI, digantung. Masih saja bela wowo?  Entah ada daya tarik apa hingga mereka spt tidak punya kedaulatan, tidak punya harga diri.  #bukansalahbapak Prabowo. Yg salah klean yg mau digituin.",37,"['demokrat', 'begitu', 'janji', 'pks', 'kursi', 'wagub', 'dki', 'gantung', 'bela', 'wowo', 'daya', 'tarik', 'hinga', 'tidak', 'daulat', 'tidak', 'harga', 'prabowo', 'salah', 'klean', 'begitu']",-6,negatif,demokrat begitu janji pks kursi wagub dki gantung bela wowo daya tarik hinga tidak daulat tidak harga prabowo salah klean begitu
727,netral,"Prabowo Nilai Ekonomi RI Salah Arah, Karena para Presiden Sebelum Jokowi  https://goo.gl/fb/Y7EVFhÂ  via @Batlaxcom",15,"['prabowo', 'nilai', 'ekonomi', 'ri', 'salah', 'arah', 'presiden', 'jokowi', 'via', 'batlaxcom']",-2,negatif,prabowo nilai ekonomi ri salah arah presiden jokowi via batlaxcom
728,netral,"Masa Tenang, Sandiaga ke Tanah Suci, Prabowo Lakukan Ini - Warta Ekonomi  https://www.wartaekonomi.co.id/read223683/masa-tenang-sandiaga-ke-tanah-suci-prabowo-lakukan-ini.htmlÂ â€¦",14,"['tenang', 'sandiaga', 'tanah', 'suci', 'prabowo', 'laku', 'warta', 'ekonomi', '']",-1,negatif,tenang sandiaga tanah suci prabowo laku warta ekonomi 
729,positif,Kisah2 heroik yg diceritakan oleh orang2 yg pernah 1 tim dgn nya barangkali bisa membuktikan pujian2 yg hingga sekarang masih melekat saat publik di tanah air membincangkan Sang Begawan Ekonomi Indonesia ini. prabowo sandiuno #PrabowoSandi #IndonesiaMenang #IndonesiaAdilMakmur,37,"['kisah', 'heroik', 'cerita', 'orang', 'tim', 'nya', 'barangkali', 'bukti', 'puji', 'hinga', 'lekat', 'sat', 'publik', 'tanah', 'air', 'bincang', 'sang', 'begawan', 'ekonomi', 'indonesia', 'prabowo', 'sandiuno']",-16,negatif,kisah heroik cerita orang tim nya barangkali bukti puji hinga lekat sat publik tanah air bincang sang begawan ekonomi indonesia prabowo sandiuno
730,negatif,"Bgmn bs memimpin negara klu setiap saat bicaranya hanya ekonomi mikro. Dia fikir ini perusahaan cuma produksi lalu jual? Hahaha... Begitulah tong kosong nyaring bunyinya, ok oc gagal di jakarta mau dinasionalkan. Pak Jokowi keluarkan kartu kerja dia domplrng dgn rumah kerja. Haha",43,"['pimpin', 'negara', 'kalau', 'sat', 'bicara', 'ekonomi', 'mikro', 'fikir', 'usah', 'produksi', 'jual', 'hahaha', 'tong', 'kosong', 'nyaring', 'bunyi', 'ok', 'oke', 'gagal', 'jakarta', 'nasional', 'jokowi', 'keluar', 'kartu', 'kerja', 'domplrng', 'rumah', 'kerja', 'tertawa']",-2,negatif,pimpin negara kalau sat bicara ekonomi mikro fikir usah produksi jual hahaha tong kosong nyaring bunyi ok oke gagal jakarta nasional jokowi keluar kartu kerja domplrng rumah kerja tertawa
731,negatif,"Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/iKG8BB09J8",33,"['wowo', 'salah', 'arah', 'ekonomi', 'akibat', 'deindustrialisasi', 'salah', 'presidenpresiden', 'jokowi', 'ekonomi', 'indonesia', 'jokowi', 'baikbaik', 'tuh', 'ngehoaks', 'salah', 'presiden']",-33,negatif,wowo salah arah ekonomi akibat deindustrialisasi salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik tuh ngehoaks salah presiden
732,netral,@prabowo pulau sumatra juga inginkan peruban. Selama hampir 5 tahun ini harga karet turun drastis harga sawit tinggal 500rp yg sebelum nya pemerintahan sekarang mencapai 1500rp.,26,"['prabowo', 'pulau', 'sumatra', 'uban', 'harga', 'karet', 'turun', 'drastis', 'harga', 'sawit', 'tingal', 'rp', 'nya', 'perintah', 'capai', 'rp']",-3,negatif,prabowo pulau sumatra uban harga karet turun drastis harga sawit tingal rp nya perintah capai rp
733,netral,"Debat Final Pilpres, Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://liputan-ummat.blogspot.com/2019/04/debat-final-pilpres-analis-politik-soal.htmlÂ â€¦",13,"['debat', 'final', 'pilpres', 'analis', 'politik', 'ekonomi', 'jokowi', 'kritik', 'kebijakanya', '']",-7,negatif,debat final pilpres analis politik ekonomi jokowi kritik kebijakanya 
734,negatif,"Prabowo hartanya trilliunan, tp gaji karyawan sampai sekarang blm lunas",10,"['prabowo', 'harta', 'triliun', 'gaji', 'karyawan', 'lunas']",8,positif,prabowo harta triliun gaji karyawan lunas
735,negatif,"ðŸ˜‚ðŸ˜‚ðŸ˜‚ yang lebih lucunya, sandi sama prabowo diajarin ekonomi makro oleh mukidi, ngajari ikan berenang ðŸ˜‚ðŸ˜‚ðŸ˜‚",16,"['sedih', 'sedih', 'sedih', 'lucu', 'sandi', 'prabowo', 'ajar', 'ekonomi', 'makro', 'mukidi', 'ngajari', 'ikan', 'renang', 'sedih', 'sedih', 'sedih']",-64,negatif,sedih sedih sedih lucu sandi prabowo ajar ekonomi makro mukidi ngajari ikan renang sedih sedih sedih
736,negatif,"Pak Jokowi diwarisi ekonomi yg bobrok, sdh lumayan 4,5 thn bisa seperti skrng, ini semua #bukansalahbapak ðŸ˜",17,"['jokowi', 'waris', 'ekonomi', 'bobrok', 'lumayan', 'sekarang', 'keju']",-14,negatif,jokowi waris ekonomi bobrok lumayan sekarang keju
737,negatif,"saya mau mengeluh ke pak sandiaga kalo sampe skrg saya belum pernah dapet cashback ovo, tokped jg jarang ada gratis ongkir.  tlg sampaikan ke pak jokowi, ini bukti ekonomi makin sulit!  nama: bobby domisili: gresik/malang",37,"['keluh', 'sandiaga', 'cashback', 'ovo', 'tokped', 'jarang', 'gratis', 'ongkos kirim', 'tolong', 'jokowi', 'bukti', 'ekonomi', 'sulit', 'nama', 'boby', 'domisili', 'gresikmalang']",1,positif,keluh sandiaga cashback ovo tokped jarang gratis ongkos kirim tolong jokowi bukti ekonomi sulit nama boby domisili gresikmalang
